id,store_id,annual_lsv,annual_volume,data_year,total_duration
133,67,338573.2,15492,2007,88.98333333
134,67,385034.58,16335,2021,213.1833333
135,68,12984.43,639,2007,514.5166667
136,68,15598.76,452,2021,29.83333333
137,69,51385.61,1377,2007,48.95
138,69,3673.79,47,2021,83.4
139,70,8117.02,280,2021,19.93333333
140,70,14540.64,630,2007,20.03333333
141,71,17653.5,462,2021,40.2
142,71,6469.32,268,2007,23.31666667
143,72,7408.92,298,2007,20.23333333
144,72,1665.07,68,2021,10.43333333
145,73,100601.17,4735,2007,36.8
146,73,31048.43,995,2021,65.4
147,74,103075.98,3873,2021,82.48333333
148,74,95206.27,3919,2007,67.55
149,75,9325.31,331,2007,32.58333333
150,75,10106.24,350,2021,42.08333333
151,76,1786.1,80,2021,4.216666667
152,76,5706.95,260,2007,76.23333333
153,77,1490404.97,36532,2007,1833.366667
154,77,1352982.8,34943,2021,1407.833333
155,78,318608.67,11198,2007,2070.783333
156,78,223141.77,7238,2021,2110.65
157,79,472796.6129,22967.075,2007,55.65
158,79,357426.26,14696,2021,161.85
159,80,13366.75,502,2007,27.11666667
160,80,13009.09,389,2021,43.1
161,81,11198.57,385,2021,33.21666667
162,81,10286.88,356,2007,73.18333333
163,82,53964.84,2204,2007,226.8666667
164,82,50191.26,1649,2021,65.01666667
165,83,16859.87,742,2007,308.8833333
166,83,12701.36,545,2021,31.26666667
167,84,57931.93,1983,2021,82.03333333
168,84,54656.18,2145,2007,286.5
169,85,4573.89,149,2021,15.78333333
170,85,7784.74,311,2007,24.36666667
171,86,8642.28,351,2007,491.8333333
172,86,6130.86,213,2021,19.96666667
173,87,42307.63,1520,2021,48.3
174,87,60326.95,2467,2007,66.46666667
175,88,6067.76,245,2021,39.83333333
176,88,9673.86,373,2007,121.2166667
177,89,83682.54,2750,2021,826.2
178,89,69999.93,2543,2007,769.4833333
179,90,43092.33,1434,2021,323.6833333
180,90,45247.64,1589,2007,236.9666667
181,91,61735.3,2678,2007,259.9166667
182,91,66648.14,2977,2021,62.55
183,92,82283.79,2891,2007,246.1333333
184,92,98962.06,3401,2021,515.0166667
185,93,8497.04,278,2007,152.7
186,93,6556.75,222,2021,80.35
187,94,4067.2,210,2007,49.93333333
188,94,2357.91,63,2021,6.366666667
189,95,9670.6,346,2021,37.11666667
190,95,8832.39,305,2007,26.18333333
191,96,12462.21,508,2007,17.15
192,96,10940.84,386,2021,22.88333333
193,97,95569.67,3749,2021,93.65
194,97,119481.82,5511,2007,76
195,98,8971.33,335,2021,32.2
196,98,8767.51,295,2007,105.2
197,99,35518.56,1381,2007,36.8
198,99,9792.56,303,2021,36.51666667
199,100,29300.85,1007,2021,108.3333333
200,100,31293.06,1035,2007,55.63333333
201,101,3459.24,129,2021,13.31666667
202,101,3925.93,78,2007,3.716666667
203,102,31699.14,1241,2007,31.68333333
204,102,9346.42,361,2021,30.45
205,103,6284.49,226,2021,44.5
206,103,9878.67,432,2007,27
207,104,11013.78,398,2007,27.61666667
208,104,9808.26,380,2021,29.6
209,105,22771.81,1022,2021,29.13333333
210,105,9017.66,400,2007,20.46666667
211,106,12657.27,392,2021,108.7
212,106,35630.27,1306,2007,36.43333333
213,107,25655.54,1052,2007,116.1
214,107,22612.6,750,2021,144.1666667
215,108,53719.48,1994,2007,31.18333333
216,108,37256.37,1362,2021,37.81666667
217,109,70820.32,2453,2007,45.96666667
218,109,44615.97,1639,2021,44.53333333
219,110,33920.83,1203,2007,165.1333333
220,110,37082.51,1127,2021,115.2166667
221,111,76059.22,2933,2021,103.45
222,111,103333.74,4034,2007,56.45
223,112,22524.66,943,2021,25.93333333
224,112,37788.34,1554,2007,29.8
225,113,21338.75,788,2021,60.95
226,113,31300.42,1260,2007,265.55
227,114,5492.3,209,2021,10.03333333
228,114,32389.93,1258,2007,10.13333333
229,115,41321.36,1467,2007,148.4166667
230,115,5725.15,250,2021,240.3833333
231,116,123920.28,4419,2021,933.2
232,116,174983.35,6294,2007,1331.916667
233,117,18040.2,710,2007,15.53333333
234,117,16550.34,535,2021,21.1
235,118,30951.4,1116,2021,47.13333333
236,118,66287.39,2778,2007,41.5
237,119,104765.24,3530,2021,81.21666667
238,119,92554.85,3138,2007,441.8333333
239,120,21538.75,694,2007,400.8833333
240,120,41197.71,1483,2021,192.9333333
241,121,2475.21,89,2007,4.966666667
242,121,3631.7,133,2021,10.18333333
243,122,52359.68,1632,2021,241.4833333
244,122,28231.51,1005,2007,153.95
245,123,20314.27,632,2007,264.25
246,123,31779.57,1053,2021,57.41666667
247,124,12943.42,618,2007,252.3
248,124,14399.03,529,2021,57.53333333
249,125,16083.57,462,2007,163.3
250,125,18293.49,483,2021,150.6166667
251,126,4126.32,174,2007,8.983333333
252,126,2483.73,93,2021,23.9
253,127,87116.55,3063,2007,294.65
254,127,80047.07,2791,2021,124.0333333
255,128,639919.13,25106,2007,0
256,128,629981.07,23187,2021,0
257,129,32863.02,1182,2007,200.7
258,129,26566.6,1035,2021,19.16666667
259,130,47942.68,1632,2007,276.7833333
260,130,22497.63,692,2021,41.43333333
261,131,35613.62,1307,2007,98.91666667
262,131,38919.29,1289,2021,72.88333333
263,132,12700.68,600,2021,12.65
264,132,12838.84,552,2007,11.7
265,133,237236.69,8617,2007,375.75
266,133,122650.7,4219,2021,212.1166667
267,134,96000.78,3661,2021,620.15
268,134,91350.74,3498,2007,152.6833333
269,135,31053.93,916,2021,225.6833333
270,135,41014.12,1478,2007,213.4833333
271,136,2957.95,127,2021,58.96666667
272,136,4147.56,182,2007,11.45
273,137,21259.54,690,2021,241.2833333
274,137,29114.87,1003,2007,177.25
275,138,889.76,32,2007,1.6
276,138,5645.32,132,2021,13.65
277,139,12704.87,434,2021,29.93333333
278,139,11200.37,357,2007,30.36666667
279,140,55016.66,1827,2007,67.45
280,140,26588.84,858,2021,36.1
281,141,106359.7,3575,2021,229.9333333
282,141,136364.03,4949,2007,377.7
283,142,92920.88,4290,2007,30.08333333
284,142,2051.47,29,2021,25.43333333
285,143,1657814.16,48930,2007,8.6
286,143,1486362.5,45357,2021,0
287,144,1367750.81,40433,2007,0
288,144,993460.44,27890,2021,0
289,145,1154214.81,38005,2007,3185.35
290,145,1260953.63,40794,2021,12199.76667
291,146,870783.36,28351,2021,0
292,146,1220842.01,40346,2007,55.58333333
293,147,1676023.12,55535,2007,0
294,147,1391170.63,44666,2021,150.7333333
295,148,1676593.82,54826,2021,0
296,148,1551278.06,51186,2007,8.533333333
297,149,3682590.24,107587,2021,0
298,149,3982005.88,119485,2007,13.76666667
299,150,798293.73,24793,2007,0
300,150,821138.82,24179,2021,0
301,151,4356380.3,136305,2021,0
302,151,4461411.67,135783,2007,2.033333333
303,152,2193523.08,70392,2021,0
304,152,2735514.32,88828,2007,3.05
305,153,1663928.31,55398,2007,2.85
306,153,1646545.63,51657,2021,0
307,154,2237617.38,72477,2021,0
308,154,2247908.1,72554,2007,35.86666667
309,155,4196.95,150,2021,38.78333333
310,155,9148.17,158,2007,31.25
311,156,1794597.44,54789,2007,0
312,156,1788598.79,53300,2021,0
313,157,808022.58,25898,2007,0
314,157,651778.42,20151,2021,0
315,158,2300834.91,69585,2021,0
316,158,2611145.61,79937,2007,0
317,159,1001626.61,31449,2007,0
318,159,804507.83,24566,2021,0
319,160,1301267.13,40221,2007,0
320,160,1252325.19,38375,2021,0
321,161,785801.37,24017,2021,0
322,161,991759.01,31144,2007,0
323,162,835832.83,26356,2007,0
324,162,735051.35,22001,2021,0
325,163,492537.68,15003,2007,0
326,163,585450.19,17581,2021,0
327,164,1859981.28,54290,2021,0
328,164,2031327.06,61551,2007,0
329,165,38480.43,1341,2021,326.8666667
330,165,28054.65,1042,2007,225.4333333
331,166,44511.31,1811,2007,172.7
332,166,40061.98,1501,2021,182.3166667
333,167,79504.45,2772,2021,331.4
334,167,60785.97,2084,2007,189.3
335,168,9951.49,347,2007,46.3
336,168,11192.25,363,2021,36.5
337,169,12088.94,412,2007,30.63333333
338,169,8296.21,270,2021,41.15
339,170,36632.8,1315,2021,36.01666667
340,170,54431.98,2051,2007,55.18333333
341,171,842036.9,26678,2021,276.3
342,171,823767.24,27132,2007,297.65
343,172,854556.26,25251,2021,333.25
344,172,1107118.89,30106,2007,171.15
345,173,42905.36,1582,2007,321.75
346,173,49277.12,1697,2021,350.1166667
347,174,16735,593,2007,93.56666667
348,174,7498.85,209,2021,42.63333333
349,175,909653.29,29036,2021,5433.266667
350,175,845630.2671,26732.088,2007,2626.216667
351,176,542270.43,17169,2007,5720.316667
352,176,1506622.01,50235,2021,11276.03333
353,177,390682.42,13528,2021,3244.333333
354,177,532094.44,17837,2007,1921.516667
355,178,471740.32,15824,2007,988.3666667
356,178,372028.25,12499,2021,2834.15
357,179,218109.26,6980,2021,267.15
358,179,185850.08,5980,2007,117.1
359,180,4383648.26,118125,2021,521.4
360,180,10812455.39,365852,2007,1724.65
361,181,3663493.66,99855,2007,1601.183333
362,181,4784845.38,131855,2021,2361.85
363,182,4212377.53,116963,2021,1461.25
364,182,5445799.3,155110,2007,1554.25
365,183,9694604.27,275496,2007,2392.5
366,183,8591281.74,187783,2021,2506.866667
367,184,499154.87,15692,2007,2687.483333
368,184,187703.5,5675,2021,5364.4
369,185,332868.28,8935,2021,2021.116667
370,185,999991.79,28401,2007,2696.966667
371,186,48080.17,2146,2007,36.46666667
372,186,14615.59,547,2021,26.43333333
373,187,52636.18,2300,2007,31.31666667
374,187,43835.38,1462,2021,32
375,188,136791.64,4748,2007,56.45
376,188,3267.16,99,2021,8.833333333
377,189,2721.279845,19.666665,2021,4.633333333
378,189,117682.0641,4124.233333,2007,45.23333333
379,190,7903.497134,249.444426,2021,11.73333333
380,190,4616.830631,169.111108,2007,24.88333333
381,191,6192.110471,217.1110925,2021,12.48333333
382,191,12465.47513,473.777773,2007,16.9
383,192,27272.84049,1063.111078,2021,22.43333333
384,192,30056.1996,1069.999996,2007,25.8
385,193,8932.310391,349.1110885,2021,11.35
386,193,6805.861782,286.444442,2007,14.76666667
387,194,4564.817352,168.22222,2007,34.41666667
388,194,6192.110471,217.1110925,2021,82.16666667
389,195,7798.766203,325.333331,2007,12.55
390,195,6147.577141,215.9999815,2021,8.366666667
391,196,6192.110471,217.1110925,2021,13.06666667
392,196,18003.44524,759.444437,2007,22.98333333
393,197,6123.977151,213.7777595,2021,12.06666667
394,197,15970.25064,579.555553,2007,18.63333333
395,198,11632.75406,385.7645406,2021,91.65
396,198,5039.22,155,2007,87.75
397,199,20630.92,656,2007,203.35
398,199,47384.24406,1456.764541,2021,328.65
399,200,11036.43,351,2007,55.06666667
400,200,29634.55745,962.8756526,2021,174.85
401,201,3845.08,113,2007,220.5333333
402,201,17162.64409,531.2089856,2021,235.9666667
403,202,17529.75,525,2007,143.9
404,202,30215.42415,923.7645412,2021,150.8
405,203,11139.43,309,2007,74.21666667
406,203,16033.24407,478.7645406,2021,124.3666667
407,204,3554.31,121,2007,51.9
408,204,8853.844058,288.7645406,2021,75.18333333
409,205,2068.89,64,2007,114.8
410,205,6952.424059,218.7645406,2021,63.35
411,206,12719.04,369,2007,135.35
412,206,31750.06416,929.7645435,2021,143.9333333
413,207,11043.37986,402.3571496,2021,144.9
414,207,7406.22,214,2007,112.6333333
415,208,14245.45406,454.7645406,2021,80.08333333
416,208,8363.84,242,2007,69.65
417,209,3011.5,85,2007,81.85
418,209,18518.2641,569.7645406,2021,76.16666667
419,210,4136.43,122,2007,31.96666667
420,210,8094.644058,250.7645406,2021,91.36666667
421,211,15364.23188,524.5793566,2021,126.1666667
422,211,7492.35,254,2007,61.03333333
423,212,10892.90406,348.7645406,2021,116.2
424,212,2475.23,75,2007,45.13333333
425,213,19146.71,606,2007,58.4
426,213,34387.71398,1036.764541,2021,52.15
427,214,35638.18,1480,2007,27.8
428,214,37454.3,1379,2021,68.76666667
429,215,100979.33,4221,2021,93.23333333
430,215,56301.69,2304,2007,31.48333333
431,216,35340.09,1392,2021,33.6
432,216,107362.05,4576,2007,23.15
433,217,73982.57,3009,2021,77.11666667
434,217,63756.19,2724,2007,34.58333333
435,218,135507.6,5728,2007,49.6
436,218,51747.54,1972,2021,79.83333333
437,219,62380.75,2297,2007,43.13333333
438,219,45217.67,1729,2021,61.9
439,220,7390.77,267,2021,22.15
440,220,8797.76,339,2007,18.96666667
441,221,29326.18,999,2021,216.6166667
442,221,43978.14,1706,2007,221.55
443,222,19426.73,697,2007,116.3833333
444,222,3774.34,142,2021,144.4
445,223,15181.99,615,2007,88.68333333
446,223,14434.01,494,2021,109.5166667
447,224,18526.11,561,2021,403.1166667
448,224,14357.58,555,2007,244.4333333
449,225,16765.56,783,2007,13.5
450,225,9008.99,365,2021,55
451,226,30232.27,1022,2021,33.43333333
452,226,67485.34,2403,2007,41.6
453,227,12771.6,446,2021,119.9333333
454,227,44530.58,1430,2007,199.1333333
455,228,21898.96,829,2007,91.93333333
456,228,4300.18,164,2021,17.75
457,229,109491.76,5762,2007,68.71666667
458,229,91702.71,3727,2021,115.7666667
459,230,123148.09,5005,2021,166.5833333
460,230,148694.7,7060,2007,99.18333333
461,231,15918.8,582,2021,48.06666667
462,231,26464.18,1080,2007,42.06666667
463,232,40453.07,1395,2007,54.66666667
464,232,23956.94,827,2021,69.16666667
465,233,27253.85,1094,2021,56.28333333
466,233,23996.04,991,2007,34.78333333
467,234,14010.3,663,2021,16.5
468,234,8779.7,420,2007,8.433333333
469,235,8644.16,422,2007,10.81666667
470,235,19310.2,896,2021,26.91666667
471,236,12108.61,550,2007,20.45
472,236,5383.18,183,2021,16.51666667
473,237,21732.57,904,2007,27.56666667
474,237,5793.15,201,2021,21.11666667
475,238,18636.68,753,2021,26.05
476,238,24248.08,1040,2007,22.95
477,239,95749.63,3801,2021,112
478,239,148659.88,7199,2007,106.3333333
479,240,536656.3525,17009.63117,2007,0
480,240,527882.1582,15591.03775,2021,0
481,241,792282.0382,23635.03775,2021,0
482,241,792225.9015,25162.58054,2007,0
483,242,1023805.928,30606.03775,2021,0
484,242,1045367.413,32589.63116,2007,0
485,243,551417.8383,16236.03775,2021,0
486,243,533827.0121,16118.63116,2007,0
487,244,1208572.559,35748.92425,2007,0
488,244,1174201.638,34667.03775,2021,0
489,245,808030.5082,23510.03775,2021,0
490,245,754229.8113,23049.58053,2007,0
491,246,647049.8187,19950.36732,2007,0
492,246,691126.6582,21149.03775,2021,0
493,247,888368.6785,24414.03775,2021,0
494,247,931300.5853,27065.87165,2007,987.9333333
495,248,826160.0869,25420.42862,2007,1893.2
496,248,873816.7884,25979.03775,2021,0
497,249,528843.118,16738.22482,2007,31.38333333
498,249,449141.1482,13580.03775,2021,0
499,250,769928.7332,23672.06708,2007,0
500,250,878795.9182,26326.03775,2021,0
501,251,793755.0801,23105.65648,2007,0
502,251,683402.8982,19903.03775,2021,0
503,252,938363.362,29912.63119,2007,0
504,252,970382.2881,29734.03775,2021,0
505,253,1042568.678,31339.03775,2021,0
506,253,1157426.843,36067.8717,2007,0
507,254,612065.0421,19705.63117,2007,0
508,254,550308.2882,16783.03775,2021,0
509,255,939508.2921,30674.63119,2007,0
510,255,879241.4082,27449.03775,2021,0
511,256,1429203.059,41909.04403,2007,0
512,256,1579068.798,46534.03775,2021,0
513,257,513361.3882,14188.03775,2021,0
514,257,557156.8798,15570.30076,2007,0
515,258,727600.7133,22302.52993,2007,0
516,258,606992.9681,17211.03775,2021,0
517,259,951239.9782,26996.03775,2021,0
518,259,977512.5149,28100.24755,2007,0
519,260,615774.9982,18568.03775,2021,0
520,260,635937.4452,20088.378,2007,0
521,261,1175086.866,35882.32737,2007,0
522,261,1232924.938,37787.03775,2021,0
523,262,659695.9879,19393.50459,2007,32.26666667
524,262,455396.2682,13056.03775,2021,0
525,263,68280.51,2440,2021,62.81666667
526,263,83155.57,3106,2007,23.53333333
527,264,38354,1599,2007,16.13333333
528,264,58129.02,2146,2021,28.51666667
529,265,973883.3926,28924.63116,2007,0
530,265,1089177.448,32206.03775,2021,0
531,266,18513.86,745,2021,73.98333333
532,266,10941.92,497,2007,35.96666667
533,267,37155.26,1487,2007,29.5
534,267,28869.52205,1020.888881,2021,31.98333333
535,268,91311.76,3949,2007,45.55
536,268,24284.97205,868.8888808,2021,40.5
537,269,36854.88207,1276.88888,2021,33.41666667
538,269,69990.59,3196,2007,46.11666667
539,270,17946.54204,588.8888837,2021,104.1166667
540,270,76054.23,3311,2007,44.58333333
541,271,16075.82,659,2007,27.75
542,271,8397.62,274,2021,31.88333333
543,272,27987.02,1282,2021,43.61666667
544,272,52437.13,2274,2007,61.78333333
545,273,47387.42,1410,2021,258.0166667
546,273,79219.26,2763,2007,270.35
547,274,38023.88,1151,2021,161.45
548,274,24341.62,789,2007,107.1833333
549,275,676368.7582,18775.03775,2021,0
550,275,713526.3229,20695.06708,2007,0
551,276,1125229.213,31071.63115,2007,0
552,276,1312389.098,34973.03775,2021,0
553,277,1687466.102,48942.63116,2007,0
554,277,1553323.538,43561.03775,2021,0
555,278,301180.62,14587,2007,21.95
556,278,3462.5,146,2021,11.28333333
557,279,40459.92,1149,2021,427.3166667
558,279,44632.78,1568,2007,37.78333333
559,280,24407.6,1019,2007,57.86666667
560,280,12549.887,399.9,2021,100.5333333
561,281,19294.05,645.9,2007,38.13333333
562,281,1942.28,49,2021,265.2166667
563,282,71067.78,2348,2021,520.3333333
564,282,63902.05,2027,2007,159.7166667
565,283,9776.86,207,2007,33.96666667
566,283,8928.91,165,2021,307
567,284,65992.047,2446.9,2021,491.6166667
568,284,24817.439,798.9,2007,50.81666667
569,285,7419.03,263,2007,4.683333333
570,285,618.66,19,2021,22.63333333
571,286,9083.48,311,2021,52.38333333
572,286,14155.65,653,2007,28.2
573,287,26707.31,658,2021,96.36666667
574,287,20070.13,831,2007,51.4
575,288,15992.97,696,2007,60.58333333
576,288,1487.057,32.9,2021,31.21666667
577,289,9261.28,239,2021,35.03333333
578,289,79319.14,3412,2007,133.7833333
579,290,350.84,3,2021,20.33333333
580,290,3828.58,147,2007,2.533333333
581,291,179092.54,6549,2007,444.9666667
582,291,127622.56,4298,2021,877.7833333
583,292,45966.34,1401,2007,108.5833333
584,292,29916.55,996,2021,247.3333333
585,293,64119.45,2529.9,2007,84.05
586,293,44334.367,1718.9,2021,81.25
587,294,14473.6,576,2021,81.38333333
588,294,66750.16,2649,2007,94.03333333
589,295,123975.09,4951,2021,299.9
590,295,101366.87,4429,2007,91.6
591,296,339.9,6,2021,122.2666667
592,296,23500.66,899,2007,27.5
593,297,90535.36,2976,2021,614.55
594,297,132904.95,4754,2007,622.8166667
595,298,273.91,13,2021,19.46666667
596,298,1725.71,54,2007,14.06666667
597,299,11705.66,392,2007,22.26666667
598,299,4831.2844,97.28,2021,63.26666667
599,300,178162.21,6674,2007,209.5
600,300,166799.57,6144,2021,323.3666667
601,301,20269,766,2007,24.9
602,301,16053.766,569.6,2021,203.3
603,302,6900.6,217,2021,109.7666667
604,302,21317.63,630,2007,22.55
605,303,165595.1,5175,2021,0
606,303,330872.01,9606,2007,87.95
607,304,152596.53,5238,2021,307.4666667
608,304,170293.18,6100,2007,184.8166667
609,305,37471.075,1332.5,2007,17.2
610,305,63971.50583,2003.416585,2021,64.11666667
611,306,38736.5,1365,2007,73.53333333
612,306,17372.8495,580.45,2021,87.23333333
613,307,57400.118,1872.8,2021,1089.25
614,307,62946.419,2213.8,2007,549.8333333
615,308,112849.66,4146.733332,2007,216.0833333
616,308,100759.12,3319,2021,306.1
617,309,2567.8,122,2021,20.5
618,309,1223.99,16,2007,4.85
619,310,10218.44,305,2007,11.83333333
620,310,9546.39,442,2021,106.05
621,311,31156.2965,1024.15,2007,22.08333333
622,311,30959.45319,934.903,2021,133.4666667
623,312,28262.776,1194.8,2021,43.83333333
624,312,32770.36,1500,2007,7.483333333
625,313,46129.51938,1583.906,2021,168.3166667
626,313,47966.929,1859.8,2007,49.93333333
627,314,43517.51,1687.8,2007,78.2
628,314,47497.31,1777,2021,313.05
629,315,34944.4,1137,2021,199.3333333
630,315,33474.59,1333,2007,20.31666667
631,316,65476.71,2405.8,2007,92.85
632,316,56411.864,1863.8,2021,159.0333333
633,317,83572.96,3071,2021,284.65
634,317,66565.1,2435,2007,67.61666667
635,318,14075.73,507,2021,66.83333333
636,318,52256.78,1798.9,2007,9.966666667
637,319,55462.6505,2171.333348,2007,237.3833333
638,319,32206.90568,1100.499922,2021,387.9
639,320,139903.79,5471,2007,167.35
640,320,132997.71,4899,2021,463.2833333
641,321,152176.65,5470,2021,892.55
642,321,164539.08,6334,2007,670.3666667
643,322,157009.81,5278,2021,801.65
644,322,161437.45,6300,2007,907.35
645,323,76955.709,2691.8,2007,355
646,323,66180.15,1904.6,2021,601.4666667
647,324,92058.939,3577.8,2007,1080.1
648,324,5203.06,139,2021,137.6166667
649,325,16123.457,497.9,2021,172.1166667
650,325,13221.35,433.9,2007,346.1166667
651,326,17258.32,524,2007,518.6333333
652,326,246.74,7,2021,35.75
653,327,4907.22,148,2021,69.76666667
654,327,20105.12,650,2007,163.0833333
655,328,31476.48,1135,2021,264.9166667
656,328,50850.58,2208,2007,62.53333333
657,329,8846.09,279,2021,310.6833333
658,329,15302.479,455.9,2007,395.8
659,330,22314.72,831,2021,313.4666667
660,330,57555.17,2486,2007,178.9333333
661,331,33173.81,1196,2007,154.0166667
662,331,21697.36,677,2021,270.9333333
663,332,5896.1,227,2021,46.56666667
664,332,26670.81,1220,2007,117.6
665,333,28385.449,1022.9,2007,277.4
666,333,10716.97,313,2021,146.5833333
667,334,45305.15,1612,2021,181.0666667
668,334,66448.76,2313,2007,245.95
669,335,34244.05,1260,2021,317.9166667
670,335,60412.04,2550,2007,187.1666667
671,336,13601.2,453,2021,187.95
672,336,18683.7,661,2007,84.6
673,337,31876.6,1286,2007,18
674,337,32067.11,1246,2021,42.6
675,338,49195.95,1804,2007,100.6666667
676,338,14571.31,525,2021,73.41666667
677,339,627.24,23,2021,569.6
678,339,12459.54,583,2007,901.7333333
679,340,13023.15,407,2007,802.45
680,340,10009.3,373,2021,623.65
681,341,48790.58,1642,2021,682.3833333
682,341,47008.67,1667,2007,676.9166667
683,342,21448.24,731,2021,794.25
684,342,20055.683,842.35,2007,744
685,343,5466.67,212,2021,647.5333333
686,343,11756.629,455.9,2007,875.4333333
687,344,37511.04,1476,2021,273.5833333
688,344,36191.81373,1435.200001,2007,152.0166667
689,345,14268.63,599,2007,135.0166667
690,345,10498.52714,380.018,2021,234.3
691,346,10304.91095,348.015,2021,220.0333333
